0.02959,0.00000,-1.00000
0.03015,0.00000,-1.00000
0.03239,0.00000,1.00000
0.03356,0.48954,1.00000
0.03402,0.00000,-1.00000
0.03104,0.56773,0.00000
0.03362,0.48092,1.00000
0.03015,0.00000,-1.00000
0.04054,0.00000,-1.00000
0.03559,0.29857,1.00000
0.02959,0.09728,0.00000
0.02995,0.00000,-1.00000
0.04463,0.00000,-1.00000
0.03727,0.29406,0.00000
0.23906,0.00000,-1.00000
0.03534,0.20473,1.00000
0.03003,0.00000,-1.00000
0.02752,0.03410,1.00000
0.03359,0.00000,-1.00000
0.03468,0.68757,0.00000
0.04463,0.00000,-1.00000
0.31472,0.00000,-1.00000
0.04009,0.51266,1.00000
0.33086,0.00000,-1.00000
0.02929,0.00000,-1.00000
0.02918,0.00000,-1.00000
0.02617,0.00000,-1.00000
0.04807,0.00000,-1.00000
0.03201,0.43871,1.00000
0.03208,0.00430,1.00000
0.03009,0.00000,-1.00000
0.03097,0.00000,-1.00000
0.03511,0.00000,-1.00000
0.03317,0.00000,-1.00000
0.03402,0.00000,-1.00000
0.02852,0.61718,1.00000
0.03276,0.48224,0.00000
0.03028,0.06170,0.00000
0.31472,0.01852,0.00000
0.02877,0.48898,1.00000
0.63598,0.47353,0.00000
0.03306,0.53440,0.00000
0.02921,0.43851,1.00000
0.03362,0.24865,0.00000
0.35375,0.28501,0.00000
0.03407,0.60331,1.00000
0.03237,0.00000,-1.00000
0.03437,0.00000,-1.00000
0.02933,0.00000,-1.00000
0.39497,0.00000,-1.00000
0.03564,0.00000,-1.00000
0.03097,0.00000,-1.00000
0.03062,0.00000,-1.00000
0.03900,0.40798,1.00000
0.02866,0.00000,-1.00000
0.04829,0.00000,-1.00000
